intervencion_id,etiqueta_recibida,etiqueta_adjudicada_v3,es_relevante_adjudicada_v3,confianza_adjudicacion,cita_literal_adjudicacion,fundamento_adjudicacion,resultado_revision,estado_revision
RPM-2006-04-13:654:1,hawkish,hawkish,1,alta,su voto es también por otro aumento de 25 puntos base en la tasa de política monetaria,"Ratificada tras lectura de la unidad completa: El Presidente vota por un nuevo aumento de 25 puntos base en la TPM, argumentando que corresponde continuar con el proceso de normalización pausada de la política monetaria ante reducidas brechas de capacidad y riesgos inflacionarios. Acción hawkish explícita (subir tasa) según Codebook v3.",ratificada_v3,cerrado
RPM-2013-02-14:5383:1,neutral,neutral,1,alta,"proponer en carácter de única opción para la presente Reunión la de mantener la Tasa de Política Monetaria en 5% anual, en razón de los fundamentos que pasa a exponer","Ratificada tras lectura de la unidad completa: El Gerente propone como única opción mantener la TPM en 5% anual, sin adoptar un sesgo direccional propio hacia alza o baja, sustentándose en que las noticias no han alterado el escenario base y en un diagnóstico macroeconómico sin conexión con una orientación de tasa direccional. Mantención sin sesgo direccional propio: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2005-10-11:445:1,hawkish,hawkish,1,alta,"En suma, vota por elevar la tasa de Política Monetaria en 25 puntos base","Ratificada tras lectura de la unidad completa: El Consejero vota por elevar la TPM en 25 puntos base, en el marco de la estrategia de reducir gradualmente el impulso monetario a medida que se reducen las holguras de capacidad, y rechaza un ajuste de 50 puntos base por considerarlo injustificado. Acción hawkish explícita (subir tasa y retirar impulso) según Codebook v3.",ratificada_v3,cerrado
RPM-2007-02-08:1093:1,hawkish,neutral,1,alta,esto requiere ajustes adicionales en la tasa de política monetaria de hasta 75 puntos base,"Menciona ajustes adicionales de hasta 75 puntos base, pero no especifica su signo; la dirección no se completa desde brechas o contexto histórico.",corregida_v3,cerrado
RPM-2010-07-15:3216:1,neutral,neutral,1,alta,"el dólar se mantiene en términos multilaterales, ante una apreciación del euro y de la libra esterlina que es bastante marcada, y que la situación es algo más mixta en las economías emergentes, ya que se observa cierta estabilidad en el caso de Chile, Brasil y Malasia","Ratificada tras lectura de la unidad completa: La unidad es un diagnóstico de mercados financieros internacionales (bolsas emergentes, emisiones de bonos, paridades cambiarias, yuan, franco suizo) sin adoptar ni recomendar dirección para la TPM en Chile. Contexto macroeconómico sin conexión con orientación doméstica de tasa: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2006-12-14:1010:1,neutral,neutral,0,alta,,"Ratificada tras lectura de la unidad completa: La unidad contiene comentarios sobre indicadores del mercado laboral (tasa de ocupación, tasa de desempleo) y una referencia a una entrevista de prensa sobre la regla fiscal, sin discusión de opciones de tasa de política monetaria ni orientación monetaria evaluable. No contiene discusión monetaria ni contexto macroeconómico evaluable para clasificación: es_relevante_v3 = 0 según Codebook v3.",ratificada_v3,cerrado
RPM-2013-07-11:5693:1,neutral,neutral,1,media,su voto es por mantener la Tasa de Política Monetaria en 5% anual y que considera importante introducir alguna señal sobre el ajuste futuro de dicha Tasa,"Ratificada tras lectura de la unidad completa: El Consejero vota por mantener la TPM en 5% anual, reconociendo que ambas opciones (bajar o mantener) son válidas y que la opción de esperar adquiere mayor fuerza en el margen, aunque anticipa que una reducción limitada de la tasa se justifica con más claridad y no debiera extenderse demasiado. Mantención sin sesgo direccional resuelto, con opciones balanceadas: Neutral según Codebook v3. Confianza media por la ambigüedad entre la mantención votada y la expectativa de baja futura.",ratificada_v3,cerrado
RPM-2015-07-14:6885:1,neutral,neutral,1,alta,"la Encuesta de Expectativas Económicas, EEE, y los precios de los activos financieros han postergado el inicio del proceso de normalización de la TPM para el primer semestre del año 2016","Ratificada tras lectura de la unidad completa: La unidad es un diagnóstico macroeconómico de actividad, inflación, condiciones financieras y expectativas (EEE), reportando que el mercado ha postergado el inicio de la normalización de la TPM, sin adoptar ni recomendar dirección propia para la tasa. Diagnóstico y expectativas ajenas sin sesgo direccional: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2007-11-13:1563:1,neutral,neutral,1,alta,"recomienda mantener la Tasa de Política Monetaria en el nivel actual, manteniendo la ausencia de sesgo","Ratificada tras lectura de la unidad completa: El Gerente recomienda mantener la TPM en el nivel actual manteniendo la ausencia de sesgo, tras balancear factores contrapuestos (escenario externo más adverso y mayores holguras de capacidad frente a inflación alta y expectativas elevadas) sin inclinarse por alza ni baja. Mantención sin sesgo direccional propio: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2011-02-17:3735:1,neutral,neutral,1,media,"la apuesta inicial era que subiría la tasa en 4 ó 5 oportunidades este año, y ahora se estima que solo lo hará 3 veces, la primera de ellas en la próxima reunión de marzo","Ratificada tras lectura de la unidad completa: La unidad reporta expectativas de mercado sobre el número y timing de alzas de la TPM, sin adoptar ni recomendar dirección propia para la política monetaria. Expectativas ajenas sin sesgo direccional propio: Neutral según Codebook v3. Confianza media por la brevedad de la unidad y su carácter de reporte de expectativas.",ratificada_v3,cerrado
RPM-2007-11-13:1560:1,neutral,neutral,1,alta,lo más adecuado en esta ocasión es mantener la Tasa de Política Monetaria en su nivel actual,"Ratificada tras lectura de la unidad completa: El Gerente estima que lo más apropiado es mantener la TPM en su nivel actual, balanceando noticias de menor inflación, expectativas ancladas y debilidad de actividad frente a riesgos de shocks de oferta y condiciones externas más restrictivas, sin adoptar un sesgo direccional. Mantención sin sesgo direccional propio: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2014-08-14:6380:1,dovish,dovish,1,alta,el Consejo debería acordar en esta oportunidad un recorte de la TPM de 50 puntos base,"Ratificada tras lectura de la unidad completa: El Gerente estima que el Consejo debería recortar la TPM en al menos 50 puntos base y mantener el sesgo bajista, argumentando que la TPM que cierra brechas debiera ser significativamente menor a 3,50% dado el debilitamiento de actividad, demanda e inversión respecto del IPoM. Acción dovish explícita (bajar tasa con sesgo a la baja) según Codebook v3.",ratificada_v3,cerrado
RPM-2009-05-07:2539:1,dovish,dovish,1,alta,se considera que las opciones de política monetaria más plausibles para esta reunión son una reducción de 25pb o una reducción de 50pb,"Ratificada tras lectura de la unidad completa: La Minuta de Opciones, transcrita en el Acta, plantea como opciones plausibles reducciones de 25pb o 50pb de la TPM, señala que no se pueden descartar reducciones adicionales incluso tras una baja de 50pb, y que la trayectoria hacia delante es más plana que la considerada por el mercado. Orientación expansiva explícita con sesgo a la baja: Dovish según Codebook v3.",ratificada_v3,cerrado
RPM-2010-01-14:2872:1,neutral,neutral,0,alta,,"Ratificada tras lectura de la unidad completa: La unidad contiene únicamente un comentario sobre el comportamiento de la FLAP (Facilidad de Liquidez de Ahorro Previsional) y la sorpresa por su crecimiento, sin discusión de opciones de tasa de política monetaria ni orientación monetaria evaluable. No contiene discusión monetaria ni contexto macroeconómico evaluable para clasificación: es_relevante_v3 = 0 según Codebook v3.",ratificada_v3,cerrado
RPM-2014-03-13:6113:1,dovish,dovish,1,alta,"su voto es por bajar la Tasa de Política Monetaria en 25 puntos base, a 4,00%, manteniendo un sesgo negativo, pero, en la línea de la Minuta de Opciones, más matizado que el de la Reunión anterior","Ratificada tras lectura de la unidad completa: El Presidente vota por bajar la TPM en 25 puntos base a 4,00% manteniendo un sesgo negativo, argumentando desaceleración superior a la proyectada, mayor brecha del producto y menores presiones inflacionarias, señalando que lo más probable es que sean necesarios cambios adicionales a la baja. Acción dovish explícita (bajar tasa con sesgo a la baja) según Codebook v3.",ratificada_v3,cerrado
RPM-2009-07-09:2649:1,dovish,dovish,1,alta,el Consejero señor Sebastián Claro vota por bajar la TPM a 50 pb y por implementar repos a 90 y 180 días,"Ratificada tras lectura de la unidad completa: El Consejero vota por bajar la TPM a 50 pb, justificando mantener la tasa en niveles bajos por un tiempo prolongado dadas las perspectivas de inflación acotadas, el exceso de capacidad y la debilidad de la actividad, además de implementar repos a 90 y 180 días y comunicar una pausa. Acción dovish explícita (bajar tasa y ampliar impulso monetario) según Codebook v3.",ratificada_v3,cerrado
RPM-2009-04-09:2446:4,neutral,neutral,1,baja,"quizás su objetivo no es bajar las tasas largas, sino que financiar al Fisco",Ratificada tras lectura de la unidad completa: La unidad es un comentario aislado sobre el posible objetivo de una operación de financiamiento (financiar al Fisco) y no sobre la orientación de la TPM ni opciones de tasa. No adopta ni recomienda dirección monetaria doméstica evaluable. Diagnóstico sin conexión con orientación de tasa: Neutral según Codebook v3. Confianza baja por lo fragmentario y ambiguo del contexto.,ratificada_v3,cerrado
RPM-2015-02-12:6598:1,neutral,neutral,1,alta,varios países recortaron sus respectivas tasas rectoras y adoptaron otras medidas de política monetaria expansivas,"Ratificada tras lectura de la unidad completa: La unidad es un diagnóstico del escenario externo y financiero internacional (rutas divergentes de política monetaria en EE.UU. y la Eurozona, recortes de tasas en otras economías, condiciones financieras para emergentes, commodities), sin adoptar ni recomendar dirección para la TPM en Chile. Contexto externo sin conexión con orientación doméstica: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2011-10-13:4397:1,neutral,neutral,1,alta,"su voto es por mantener la TPM en 5,25%","Ratificada tras lectura de la unidad completa: El Presidente vota por mantener la TPM en 5,25%, señalando que aún no se manifiestan impactos de relevancia sobre la economía local que justifiquen una baja, que le parecería prematuro reducir la TPM y que tampoco se justificaría poner un sesgo. Mantención sin sesgo direccional propio: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2006-11-16:978:1,neutral,neutral,1,alta,suscribe plenamente el diagnóstico que difícilmente se pueden considerar - y comunicar al público - escenarios alternativos al de mantención de la tasa de política monetaria,"Ratificada tras lectura de la unidad completa: El Gerente plantea dos hipótesis contrapuestas (debilidad cíclica persistente que ameritaría cambio de dirección versus reevaluación del producto potencial que llevaría a acelerar la normalización), sin resolverlas, y concluye suscribiendo el diagnóstico de mantener la TPM. Opciones balanceadas sin resolución y mantención sin sesgo direccional propio: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2014-12-11:6547:3,neutral,neutral,1,alta,el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 3% anual,"Ratificada tras lectura de la unidad completa: El Acuerdo y el Comunicado mantienen la TPM en 3% anual sin sesgo direccional explícito, señalando que cambios futuros dependerán de las implicancias de las condiciones macroeconómicas sobre las perspectivas inflacionarias. Mantención sin sesgo direccional propio: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2008-06-10:1861:2,neutral,neutral,1,alta,La tasa nominal en Estados Unidos de América tendió a subir más menos 30 puntos base durante el último mes.,"Ratificada tras lectura de la unidad completa: La unidad es un diagnóstico de mercados financieros internacionales (liquidez, Libor, tasas de EE.UU., Europa y Japón, paridades, bolsas, spreads y commodities), sin adoptar ni recomendar dirección para la TPM en Chile. Contexto externo sin conexión con orientación doméstica de tasa: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2013-08-13:5752:1,neutral,neutral,1,alta,su voto es por mantener la Tasa de Política Monetaria en su nivel de 5% anual y por no introducir cambios al tono del Comunicado,"Ratificada tras lectura de la unidad completa: El Presidente vota por mantener la TPM en 5% anual sin cambios al tono del Comunicado, reconociendo que ambas opciones (mantener o bajar 25pb) son razonables y consistentes con distintos diagnósticos, sin inclinarse por una dirección propia. Mantención sin sesgo direccional y opciones balanceadas sin resolución: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2009-03-12:2402:1,neutral,neutral,1,alta,"el promedio de los consultados por la EEE, anticipa que la Tasa de Política Monetaria se recortará a 3,13%, entre 150 y 175 puntos base de reducción en esta Reunión","Ratificada tras lectura de la unidad completa: La unidad es un diagnóstico de inflación, expectativas (EEE, IPEC, IMCE, compensaciones swap) y trayectoria esperada de la TPM por el mercado, sin adoptar ni recomendar dirección propia para la política monetaria. Expectativas ajenas sin sesgo direccional propio: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2006-02-09:594:2,hawkish,hawkish,1,alta,"el Consejo del Banco Central de Chile acordó aumentar la tasa de interés de política monetaria en 25 puntos base hasta 4,75% anual","Ratificada tras lectura de la unidad completa: El Acuerdo y Comunicado aumentan la TPM en 25 puntos base hasta 4,75% anual y señalan que el Consejo estima que en el escenario más probable continuará reduciendo pausadamente el estímulo monetario prevaleciente. Acción hawkish explícita (subir tasa y retirar impulso monetario con sesgo al alza) según Codebook v3.",ratificada_v3,cerrado
RPM-2013-05-16:5549:1,neutral,neutral,1,alta,"el Banco de Israel fue muy explícito en atribuir al tema cambiario la razón que justifica reducir su tasa de instancia, mientras que por su parte, el Banco de la Reserva de Australia manifestó que su decisión obedeció a la existencia de un cierto grado de discordancia entre el tipo de cambio y el","Ratificada tras lectura de la unidad completa: La unidad reporta decisiones y argumentos de bancos centrales extranjeros (Israel, Australia, Japón) sobre sus tasas de instancia y compras de activos, sin adoptar ni recomendar dirección para la TPM en Chile. Contexto externo sin conexión con orientación doméstica: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2013-03-14:5402:1,neutral,neutral,1,alta,"han primado las decisiones en orden a mantener las tasas rectoras, así como las políticas de estímulo en las economías desarrolladas","Ratificada tras lectura de la unidad completa: La unidad es un diagnóstico de mercados financieros y hechos internacionales (VIX, bolsas, clasificaciones de riesgo, política monetaria en EE.UU., Japón y Europa, CDS, spreads), sin adoptar ni recomendar dirección para la TPM en Chile. Contexto externo sin conexión con orientación doméstica de tasa: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2008-08-14:2007:1,neutral,neutral,1,alta,se espera un incremento de 50 puntos base de la Tasa de Política Monetaria en esta Reunión de Política Monetaria y un incremento adicional de 25 puntos base antes de fines de año,"Ratificada tras lectura de la unidad completa: La unidad es un extenso diagnóstico de inflación, expectativas, tasas, actividad, demanda, crédito, mercado laboral e inversión, reportando expectativas de mercado de alzas de TPM sin adoptar ni recomendar dirección propia. Diagnóstico y expectativas ajenas sin sesgo direccional: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2007-06-14:1267:1,neutral,neutral,1,alta,aparece la probabilidad de un aumento de tasa hacia fin de año en Estados Unidos de América,"Ratificada tras lectura de la unidad completa: La unidad es un diagnóstico de mercados internacionales (probabilidades implícitas de tasas en EE.UU., tasas de interés en EE.UU., Europa y Japón, paridades, bolsas, spreads), sin adoptar ni recomendar dirección para la TPM en Chile. Contexto externo sin conexión con orientación doméstica: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2012-03-15:4723:1,neutral,neutral,1,media,apoyará la decisión de mantener la TPM en 5% por las razones siguientes,"Ratificada tras lectura de la unidad completa: El Consejero apoya mantener la TPM en 5% y excluir la opción de bajarla, pero anticipa que, de no mediar un descalabro financiero en Europa, en los próximos Comunicados debería pasarse a un mensaje de que el sesgo más probable será de mayor restricción monetaria. La decisión votada es mantención sin sesgo propio en el presente, con un sesgo futuro al alza aún no adoptado formalmente: Neutral según Codebook v3. Confianza media por la ambigüedad entre la mantención efectiva y la anticipación de sesgo restrictivo futuro.",ratificada_v3,cerrado
RPM-2015-11-12:7125:1,neutral,neutral,1,alta,"está latente la probabilidad de una profundización de la divergencia de política monetaria, que puede generar una apreciación global del dólar y afectar el precio de los commodities en el mediano plazo de manera negativa","Ratificada tras lectura de la unidad completa: La unidad es un diagnóstico macroeconómico y de riesgos externos (ciclos de Zona Euro y EE.UU., divergencia de política monetaria, China, Brasil, precio del cobre), sin adoptar ni recomendar dirección para la TPM en Chile. Contexto macroeconómico sin conexión con orientación doméstica de tasa: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2014-09-11:6438:1,dovish,dovish,1,alta,"su voto es por recortar la Tasa de Política Monetaria en 25 puntos base, a 3,25% anual, y mantener el sesgo del último Comunicado con la precisión recién mencionada","Ratificada tras lectura de la unidad completa: El Presidente vota por recortar la TPM en 25 puntos base a 3,25% y mantener el sesgo, señalando que la opción de bajar 25pb se impone por ser consistente con el impulso monetario adicional que el Consejo quiere dar, aunque precisa que el mayor estímulo restante es cada vez más acotado. Acción dovish explícita (bajar tasa con sesgo a la baja) según Codebook v3.",ratificada_v3,cerrado
RPM-2015-09-15:7044:1,hawkish,hawkish,1,alta,"más allá de si se decide o no subir la TPM en esta Reunión, el Comunicado debe ser muy claro en cuanto a que, en un horizonte muy próximo, esa será la dirección de la política","Ratificada tras lectura de la unidad completa: El Presidente, aunque se adhiere a mantener la TPM en 3%, condiciona su voto a que se modifique el sesgo del Comunicado hacia un sesgo claro de aumento de tasas, señalando que en un horizonte muy próximo la dirección de la política será subir. Sesgo futuro al alza explícito y sostenido: Hawkish según Codebook v3.",ratificada_v3,cerrado
RPM-2014-10-16:6469:1,dovish,dovish,1,alta,"la opción de bajar la tasa en 25 puntos base, cambiando el sesgo hacia neutral, es coherente con la política de ajustes graduales llevada adelante por el Banco","Ratificada tras lectura de la unidad completa: El Gerente propone como opciones relevantes reducir la TPM en 25 puntos base a 3,00% o mantenerla en 3,25%, señalando que la baja con cambio de sesgo a neutral es coherente con la política de ajustes graduales y con la visión de que la política monetaria ya estaría entregando el impulso necesario. Opción dovish explícita (bajar tasa) según Codebook v3.",ratificada_v3,cerrado
RPM-2009-01-08:2291:2,dovish,dovish,1,alta,"el escenario base entonces sugiere que en esta Reunión las opciones centrales más plausibles de considerar, y que están dentro de lo esperado por el mercado, son una reducción de 75 puntos base o 100 puntos base","Ratificada tras lectura de la unidad completa: El Gerente señala que el escenario base requiere una acción de política monetaria más agresiva que lo habitual en el corto plazo, que la TPM debería llegar a niveles del orden de 5% en el segundo trimestre, y que las opciones centrales plausibles son reducciones de 75pb o 100pb, descartando una baja de solo 25pb. Orientación expansiva explícita con sesgo a la baja: Dovish según Codebook v3.",ratificada_v3,cerrado
RPM-2008-06-10:1907:1,hawkish,hawkish,1,alta,se inclina por subir la Tasa de Política Monetaria en 50 puntos base,"Ratificada tras lectura de la unidad completa: El Consejero se inclina por subir la TPM en 50 puntos base, argumentando que el sostenido aumento de la inflación esperada ha hecho aumentar el impulso monetario, que las expectativas comienzan a diferir de la meta y que aún con el ajuste la política seguiría en el segmento expansivo, por lo que es probable que el ajuste no sea el último. Acción hawkish explícita (subir tasa y retirar impulso) según Codebook v3.",ratificada_v3,cerrado
RPM-2010-10-14:3477:1,hawkish,hawkish,1,alta,"antecedentes que llevan a proponer como opciones relevantes un incremento de 50 puntos base de la tasa de política monetaria o un aumento de 25 puntos base, moderando su ritmo de normalización","Ratificada tras lectura de la unidad completa: El Gerente propone como opciones relevantes incrementar la TPM en 50pb o en 25pb, en el marco de continuar reduciendo el significativo estímulo monetario señalado en la RPM previa, con preferencia por la segunda opción. Ambas opciones implican retirar impulso monetario con sesgo al alza: Hawkish según Codebook v3.",ratificada_v3,cerrado
RPM-2012-08-16:4979:1,neutral,neutral,1,alta,"En materia de política monetaria, destaca el amplio predominio del mantenimiento de las tasas rectoras y el hecho que Colombia sorprendió al mercado al acordar un recorte de 25 puntos base","Ratificada tras lectura de la unidad completa: La unidad es un extenso diagnóstico internacional de actividad, mercados laborales, inflación, commodities y política monetaria de otras economías (Colombia y predominio de mantención de tasas rectoras), sin adoptar ni recomendar dirección para la TPM en Chile. Contexto externo sin conexión con orientación doméstica: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2007-01-11:1024:2,neutral,neutral,1,alta,"Los mercados financieros continúan contemplando dos rebajas para la tasa Fed funds, indica el señor Lehmann que hoy se observa solo una rebaja","Ratificada tras lectura de la unidad completa: La unidad es un diagnóstico de la economía y mercados internacionales (precio del cobre y petróleo, actividad en EE.UU., Europa y Japón, expectativas de tasas Fed funds, paridades, bolsas, primas de riesgo), sin adoptar ni recomendar dirección para la TPM en Chile. Contexto externo sin conexión con orientación doméstica: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2009-08-13:2685:3,dovish,dovish,1,alta,"el Consejero señor Enrique Marshall vota por mantener la TPM en su actual nivel de 0,50%, junto con reafirmar las acciones de política adoptadas en la última reunión","Ratificada tras lectura de la unidad completa: El Consejero vota por mantener la TPM en 0,50% reafirmando las acciones de política expansivas adoptadas, señalando que el cuadro macro sigue requiriendo de un fuerte estímulo monetario, que las acciones previas se han validado y que corresponde reafirmarlas, descartando innovar. Sostiene orientación expansiva explícita: Dovish según Codebook v3.",ratificada_v3,cerrado
RPM-2015-02-12:6628:2,dovish,neutral,1,alta,"si bien el alza de la inflación en los últimos meses y los riesgos de nuevas alzas en el tipo de cambio podrían hacer más lenta la convergencia de la inflación a la meta, sigue habiendo espacio para una política monetaria expansiva","Afirma que hay espacio para una política expansiva, pero no adopta ni recomienda una acción o trayectoria; capacidad de actuar no equivale a orientación respaldada.",corregida_v3,cerrado
RPM-2014-04-17:6166:1,neutral,neutral,1,alta,"los antecedentes antedichos llevan a proponer a título de opciones relevantes en esta ocasión, mantener la Tasa de Política Monetaria en 4,0% anual o rebajarla en 25 puntos base, a 3,75% anual","Ratificada tras lectura de la unidad completa: El Gerente presenta dos opciones relevantes (mantener la TPM en 4,0% o rebajarla en 25pb) sin adoptar una dirección propia, exponiendo argumentos para ambas y señalando aspectos tácticos que desaconsejan la baja sorpresiva. Opciones balanceadas sin resolución: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2010-12-16:3632:1,hawkish,hawkish,1,alta,la recomendación es por la primera opción,"Ratificada tras lectura de la unidad completa: El Gerente recomienda incrementar la TPM en 25 puntos base hasta 3,25%, sustentando que el actual nivel de la tasa aún es expansivo, que las brechas de capacidad continúan cerrándose, que los términos de intercambio han mejorado y que será necesario continuar retirando estímulo monetario. Acción hawkish explícita (subir tasa y retirar impulso) según Codebook v3.",ratificada_v3,cerrado
RPM-2006-11-16:983:1,neutral,neutral,1,media,"lo correcto, en esta oportunidad, es mantener la tasa en 5,25%","Ratificada tras lectura de la unidad completa: El Consejero vota por mantener la tasa en 5,25%, aunque advierte que no coincide con el staff en descartar con igual fuerza un aumento como una reducción, señalando que se acumula evidencia que no permite descartar fácilmente una reducción y que la opción no es simétrica hacia arriba y hacia abajo. Mantención sin sesgo direccional resuelto, con opciones balanceadas: Neutral según Codebook v3. Confianza media por la ambigüedad entre la mantención votada y la inclinación implícita hacia una posible baja.",ratificada_v3,cerrado
RPM-2015-03-19:6644:1,neutral,neutral,1,alta,"durante el presente año se ha observado una política monetaria más expansiva en la mayor parte de las economías mundiales, tanto avanzadas como emergentes","Ratificada tras lectura de la unidad completa: La unidad es un extenso diagnóstico de mercados financieros internacionales, reacciones a la Reserva Federal, política monetaria global (QE, bajas de tasas en distintas economías), inflación, actividad y commodities, sin adoptar ni recomendar dirección para la TPM en Chile. Contexto externo sin conexión con orientación doméstica: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2012-07-12:4906:1,neutral,neutral,1,alta,"en este escenario de menor inflación y de desaceleración de la actividad, se observa un mayor impulso monetario, particularmente en el caso de Estados Unidos de América, que extendió la denominada operación twist","Ratificada tras lectura de la unidad completa: La unidad es un diagnóstico internacional de actividad, mercados laborales, inflación, política monetaria de otras economías (operación twist, recortes de tasas en Zona Euro, China, Brasil, entre otros) y commodities, sin adoptar ni recomendar dirección para la TPM en Chile. Contexto externo sin conexión con orientación doméstica: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2007-02-08:1097:1,neutral,neutral,1,alta,su voto es por mantener la tasa de política monetaria en el nivel actual,"Ratificada tras lectura de la unidad completa: El Consejero vota por mantener la TPM en el nivel actual, reconociendo que las alternativas son mantener o reducir la tasa y justificando su preferencia por mantener debido al costo de equivocarse, aunque sin descartar una baja futura. Mantención con opciones balanceadas sin resolución direccional propia: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2007-07-12:1342:1,hawkish,hawkish,1,alta,"sugiere elevar la Tasa de Política Monetaria a 5,25%, pero sí señalando explícitamente el fuerte sesgo hacia alzas futuras, en el mismo Comunicado","Ratificada tras lectura de la unidad completa: El Gerente sugiere elevar la TPM a 5,25% señalando explícitamente un fuerte sesgo hacia alzas futuras, argumentando que la TPM óptima es superior a la neutral, la brecha proyectada es positiva y las expectativas de inflación superan el 3%. Acción hawkish explícita (subir tasa con sesgo al alza) según Codebook v3.",ratificada_v3,cerrado
RPM-2009-04-09:2446:3,neutral,neutral,0,alta,,"Ratificada tras lectura de la unidad completa: La unidad contiene únicamente un comentario sobre la efectividad del Quantitative Easing en Estados Unidos e Inglaterra y su éxito parcial para bajar las tasas largas, sin discusión de opciones de tasa de política monetaria doméstica ni orientación monetaria evaluable. No contiene discusión monetaria evaluable para clasificación: es_relevante_v3 = 0 según Codebook v3.",ratificada_v3,cerrado
RPM-2008-03-13:1725:1,neutral,neutral,1,media,"propone una mantención de la Tasa de Política Monetaria en 6,25 puntos base por tres motivos","Ratificada tras lectura de la unidad completa: El Gerente propone mantener la TPM, justificando la decisión con argumentos de deterioro externo, persistencia de problemas financieros y efectos de la apreciación cambiaria sobre la inflación, sin adoptar un sesgo direccional hacia alza o baja. Mantención sin sesgo direccional propio: Neutral según Codebook v3. Confianza media por la mención ambigua 'en 6,25 puntos base' (probable errata por 6,25% anual).",ratificada_v3,cerrado
RPM-2014-01-16:6004:1,dovish,dovish,1,alta,"su voto es por mantener la TPM en su actual nivel de 4,5% anual y por modificar el Comunicado en los términos señalados","Ratificada tras lectura de la unidad completa: El Consejero vota por mantener la TPM en 4,5% pero introduciendo un sesgo bajista en el Comunicado, señalando que el proceso de ajuste no ha concluido y debe proseguir, en un contexto de desaceleración de la actividad y la inversión. Mantención con sesgo futuro a la baja explícito: Dovish según Codebook v3.",ratificada_v3,cerrado
RPM-2013-12-12:5962:2,dovish,dovish,1,media,"la circunstancia de que en la Minuta de la presente Reunión se consignará la opción de bajar la tasa de interés de política monetaria junto con mantenerla, constituye un indicativo importante de lo que el Consejo estima que puede ser la alternativa más probable hacia adelante","Ratificada tras lectura de la unidad completa: El Presidente vota por mantener la TPM en 4,5%, pero señala que la inclusión de la opción de bajar la tasa junto con mantenerla en la Minuta constituye un indicativo de cuál es la alternativa más probable hacia adelante, y sugiere un Comunicado con mayor énfasis en la desaceleración. Mantención con sesgo futuro a la baja implícito: Dovish según Codebook v3. Confianza media por tratarse de una señal implícita y no de un sesgo explícito formal.",ratificada_v3,cerrado
RPM-2014-05-15:6232:1,neutral,neutral,1,alta,"su voto es por mantener la TPM en 4,0% anual","Ratificada tras lectura de la unidad completa: El Vicepresidente vota por mantener la TPM en 4,0% anual, señalando que no existe excesiva premura para mover la tasa, que es posible esperar hasta tener mayores antecedentes y que, aunque la opción de bajar la tasa se podría justificar por la evolución de demanda y actividad, la inflación de corto plazo aconseja prudencia. Mantención sin sesgo direccional propio: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2014-08-14:6384:1,dovish,dovish,1,alta,"su voto es por bajar la TPM a 3,5% y por entregar un mensaje que evite alentar expectativas de bajas adicionales a las que ya tiene incorporado el mercado en la actualidad","Ratificada tras lectura de la unidad completa: El Consejero vota por bajar la TPM a 3,5%, argumentando que la mayor debilidad del consumo sugiere la conveniencia de un estímulo monetario adicional, aunque con un mensaje que evite alentar expectativas de bajas adicionales. Acción dovish explícita (bajar tasa) según Codebook v3.",ratificada_v3,cerrado
RPM-2006-01-12:574:1,hawkish,hawkish,1,alta,"El Consejo estima que incrementos adicionales de la tasa de interés en meses venideros siguen siendo necesarios para alcanzar, en el escenario más probable, una inflación en torno a 3% anual en el horizonte habitual de política","Ratificada tras lectura de la unidad completa: El Acuerdo y Comunicado mantienen la TPM en 4,5%, pero señalan que la pausa no modifica la estrategia de normalización del impulso monetario y que incrementos adicionales de la tasa en meses venideros siguen siendo necesarios. Mantención con sesgo futuro al alza explícito: Hawkish según Codebook v3.",ratificada_v3,cerrado
